,store_id,store_street,store_coord_link,store_city,store_state,store_zip,store_lat,store_long
393,10340,5805 Deerfield Blvd,"https://www.google.com/maps/dir/?api=1&destination=39.30760702,-84.31658604",Mason,OH,45040,39.30760702,-84.31658604
394,10558,1050 Miamisburg Centerville Rd,"https://www.google.com/maps/dir/?api=1&destination=39.626787,-84.190303",Dayton,OH,45458,39.626787,-84.190303
395,10214,3670 W Dublin-Granville Rd,"https://www.google.com/maps/dir/?api=1&destination=40.098628,-83.086634",Columbus,OH,43235,40.098628,-83.086634
396,10385,1555 W Lane Ave,"https://www.google.com/maps/dir/?api=1&destination=40.00659508,-83.05262347",Upper Arlington,OH,43221,40.00659508,-83.05262347
397,10555,4100 Easton Gateway Dr,"https://www.google.com/maps/dir/?api=1&destination=40.056875,-82.909634",Columbus,OH,43219,40.056875,-82.909634
398,10484,19607 Detroit Rd,"https://www.google.com/maps/dir/?api=1&destination=41.478792,-81.840031",Rocky River,OH,44116,41.478792,-81.840031
399,10673,1745 W Market St,"https://www.google.com/maps/dir/?api=1&destination=41.110953,-81.571348",Akron,OH,44313,41.110953,-81.571348
400,10199,13998 Cedar Rd,"https://www.google.com/maps/dir/?api=1&destination=41.5008555,-81.53673331",University Heights,OH,44118,41.5008555,-81.53673331
401,10664,50 Wall St,"https://www.google.com/maps/dir/?api=1&destination=41.45009,-81.484869",Orange,OH,44122,41.45009,-81.484869
402,10376,6001 North Western Ave,"https://www.google.com/maps/dir/?api=1&destination=35.534037,-97.530387",Oklahoma City,OK,73118,35.534037,-97.530387
403,10304,1401 E 41st St,"https://www.google.com/maps/dir/?api=1&destination=36.104769,-95.97313",Tulsa,OK,74105,36.104769,-95.97313
404,10472,9136 S Yale Ave,"https://www.google.com/maps/dir/?api=1&destination=36.03065852,-95.92337312",Tulsa,OK,74137,36.03065852,-95.92337312
405,10407,2610 NE Hwy 20,"https://www.google.com/maps/dir/?api=1&destination=44.056252,-121.265962",Bend,OR,97701,44.056252,-121.265962
406,10243,4301 NE Sandy Blvd,"https://www.google.com/maps/dir/?api=1&destination=45.536961,-122.61867",Portland,OR,97213,45.536961,-122.61867
407,10402,2825 East Burnside St,"https://www.google.com/maps/dir/?api=1&destination=45.523118,-122.63672",Portland,OR,97214,45.523118,-122.63672
408,10654,11 S State St,"https://www.google.com/maps/dir/?api=1&destination=45.41577625,-122.6622406",Lake Oswego,OR,97034,45.41577625,-122.6622406
409,10375,3535 NE 15th Ave,"https://www.google.com/maps/dir/?api=1&destination=45.54906,-122.651114",Portland,OR,97212,45.54906,-122.651114
410,10148,1210 NW Couch St,"https://www.google.com/maps/dir/?api=1&destination=45.523508,-122.683434",Portland,OR,97209,45.523508,-122.683434
411,10266,7380 SW Bridgeport Rd,"https://www.google.com/maps/dir/?api=1&destination=45.394432,-122.751583",Tigard,OR,97224,45.394432,-122.751583
412,10537,12220 SW Scholls Ferry Rd,"https://www.google.com/maps/dir/?api=1&destination=45.442495,-122.801781",Tigard,OR,97223,45.442495,-122.801781
413,10294,353 E Broadway,"https://www.google.com/maps/dir/?api=1&destination=44.050111,-123.087863",Eugene,OR,97401,44.050111,-123.087863
414,10327,9940 NE Cornell Rd,"https://www.google.com/maps/dir/?api=1&destination=45.53377558,-122.8771025",Hillsboro,OR,97124,45.53377558,-122.8771025
415,10377,10576 Perry Hwy,"https://www.google.com/maps/dir/?api=1&destination=40.61225173,-80.05287531",Wexford,PA,15090,40.61225173,-80.05287531
416,10242,111 Siena Dr,"https://www.google.com/maps/dir/?api=1&destination=40.34603161,-80.05813049",Upper St. Clair,PA,15241,40.34603161,-80.05813049
417,10694,5700 Penn Ave,"https://www.google.com/maps/dir/?api=1&destination=40.4622,-79.9286",Pittsburgh,PA,15206,40.4622,-79.9286
418,10624,1563 Fruitville Pike,"https://www.google.com/maps/dir/?api=1&destination=40.065349,-76.313169",Lancaster,PA,17601,40.065349,-76.313169
419,10566,"750 N Krocks Rd, Ste 301","https://www.google.com/maps/dir/?api=1&destination=40.56440567,-75.5668647",Allentown,PA,18106,40.56440567,-75.5668647
420,10660,175 N Pottstown Pike,"https://www.google.com/maps/dir/?api=1&destination=40.0303,-75.627998",Exton,PA,19341,40.0303,-75.627998
421,10353,475 Wilmington West Chester Pike,"https://www.google.com/maps/dir/?api=1&destination=39.86349887,-75.54307077",Glen Mills,PA,19342,39.86349887,-75.54307077
422,10053,821 Lancaster Ave,"https://www.google.com/maps/dir/?api=1&destination=40.048876,-75.411115",Wayne,PA,19087,40.048876,-75.411115
423,10625,3737 West Chester Pike,"https://www.google.com/maps/dir/?api=1&destination=39.987825,-75.403903",Newtown Square,PA,19073,39.987825,-75.403903
424,10249,500 W Germantown Pike,"https://www.google.com/maps/dir/?api=1&destination=40.11418192,-75.28110864",Plymouth Meeting,PA,19462,40.11418192,-75.28110864
425,10496,15 E Wynnewood Rd,"https://www.google.com/maps/dir/?api=1&destination=40.0019522,-75.2755867",Wynnewood,PA,19096,40.0019522,-75.2755867
426,10599,1111 N Bethlehem Pike,"https://www.google.com/maps/dir/?api=1&destination=40.188211,-75.227542",Spring House,PA,19477,40.188211,-75.227542
427,10514,2101 Pennsylvania Ave,"https://www.google.com/maps/dir/?api=1&destination=39.963185,-75.174306",Philadelphia,PA,19130,39.963185,-75.174306
428,10112,929 South St,"https://www.google.com/maps/dir/?api=1&destination=39.942897,-75.157883",Philadelphia,PA,19147,39.942897,-75.157883
429,10100,1575 The Fairway,"https://www.google.com/maps/dir/?api=1&destination=40.107871,-75.116061",Jenkintown,PA,19046,40.107871,-75.116061
430,10254,151 Sockanosset Cross Rd,"https://www.google.com/maps/dir/?api=1&destination=41.755906,-71.456046",Cranston,RI,02920,41.755906,-71.456046
431,10111,601 N Main St,"https://www.google.com/maps/dir/?api=1&destination=41.83714,-71.408307",Providence,RI,02904,41.83714,-71.408307
432,10014,261 Waterman St,"https://www.google.com/maps/dir/?api=1&destination=41.827787,-71.386189",Providence,RI,02906,41.827787,-71.386189
433,10224,1140 Woodruff Rd,"https://www.google.com/maps/dir/?api=1&destination=34.825521,-82.300837",Greenville,SC,29607,34.825521,-82.300837
434,10464,"702 Cross Hill Rd, Ste 300","https://www.google.com/maps/dir/?api=1&destination=33.9931,-80.975304",Columbia,SC,29205,33.9931,-80.975304
435,10561,50 Shelter Cove Ln,"https://www.google.com/maps/dir/?api=1&destination=32.187478,-80.716653",Hilton Head Island,SC,29928,32.187478,-80.716653
436,10698,1125 Savannah Hwy,"https://www.google.com/maps/dir/?api=1&destination=32.782649,-79.996381",Charleston,SC,29407,32.782649,-79.996381
437,10201,923 Houston Northcutt Blvd,"https://www.google.com/maps/dir/?api=1&destination=32.802162,-79.889113",Mount Pleasant,SC,29464,32.802162,-79.889113
438,10480,5014 Poplar Ave,"https://www.google.com/maps/dir/?api=1&destination=35.113149,-89.894177",Memphis,TN,38117,35.113149,-89.894177
439,10562,7825 US Highway 72,"https://www.google.com/maps/dir/?api=1&destination=35.08906383,-89.80212448",Germantown,TN,38138,35.08906383,-89.80212448
440,10685,1202 Broadway,"https://www.google.com/maps/dir/?api=1&destination=36.1563,-86.7886",Nashville,TN,37203,36.1563,-86.7886
441,10241,4021 Hillsboro Pike,"https://www.google.com/maps/dir/?api=1&destination=36.103133,-86.8185",Nashville,TN,37215,36.103133,-86.8185
442,10321,1566 W McEwen Dr,"https://www.google.com/maps/dir/?api=1&destination=35.934445,-86.824652",Franklin,TN,37067,35.934445,-86.824652
443,10409,301 Manufacturers Rd,"https://www.google.com/maps/dir/?api=1&destination=35.06336956,-85.31437339",Chattanooga,TN,37405,35.06336956,-85.31437339
444,10782,"1814 Gunbarrel Rd, Ste 100","https://www.google.com/maps/dir/?api=1&destination=35.023851,-85.156119",Chattanooga,TN,37421,35.023851,-85.156119
445,10461,6730 Papermill Dr NW,"https://www.google.com/maps/dir/?api=1&destination=35.933145,-84.01555",Knoxville,TN,37919,35.933145,-84.01555
446,10498,4041 Waller Creek,"https://www.google.com/maps/dir/?api=1&destination=33.072621,-97.084357",Highland Village,TX,75077,33.072621,-97.084357
447,10358,105 Stacy Rd,"https://www.google.com/maps/dir/?api=1&destination=33.13100341,-96.65660264",Fairview,TX,75069,33.13100341,-96.65660264
448,10030,2201 Preston Rd,"https://www.google.com/maps/dir/?api=1&destination=33.029281,-96.796754",Plano,TX,75093,33.029281,-96.796754
449,10613,1411 E Renner Rd,"https://www.google.com/maps/dir/?api=1&destination=32.99879421,-96.69873256",Richardson,TX,75082,32.99879421,-96.69873256
450,10473,"5100 Belt Line Rd, Ste 1012","https://www.google.com/maps/dir/?api=1&destination=32.953182,-96.821423",Addison,TX,75254,32.953182,-96.821423
451,10523,4801 Colleyvile Blvd,"https://www.google.com/maps/dir/?api=1&destination=32.879212,-97.155465",Colleyville,TX,76034,32.879212,-97.155465
452,10627,6741 N MacArthur Blvd,"https://www.google.com/maps/dir/?api=1&destination=32.901281,-96.960361",Irving,TX,75039,32.901281,-96.960361
453,10227,"11700 Preston Rd, Ste 714","https://www.google.com/maps/dir/?api=1&destination=32.907312,-96.803062",Dallas,TX,75230,32.907312,-96.803062
454,10239,"8190 Park Ln, Ste 351","https://www.google.com/maps/dir/?api=1&destination=32.86799526,-96.76796226",Dallas,TX,75231,32.86799526,-96.76796226
455,10140,4100 Lomo Alto Dr,"https://www.google.com/maps/dir/?api=1&destination=32.82044,-96.81471",Highland Park,TX,75219,32.82044,-96.81471
456,10098,801 E Lamar,"https://www.google.com/maps/dir/?api=1&destination=32.766919,-97.098904",Arlington,TX,76011,32.766919,-97.098904
457,10283,2118 Abrams Rd,"https://www.google.com/maps/dir/?api=1&destination=32.815669,-96.752321",Dallas,TX,75214,32.815669,-96.752321
458,10505,2510 McKinney Ave,"https://www.google.com/maps/dir/?api=1&destination=32.79542,-96.801691",Dallas,TX,75201,32.79542,-96.801691
